score,level,severity,value,defanged,type,threat,sources,country,vt_detections,abuse_score,age_days,confidence,first_seen,source,reference
54,media,media,https://grishiv.com/,hxxps://grishiv[.]com/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 17:30:38 UTC,ThreatFox,https://clickfix.carsonww.com/domains/grishiv.com
54,media,media,https://www.green-ard.com/,hxxps://www[.]green-ard[.]com/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 17:30:38 UTC,ThreatFox,https://clickfix.carsonww.com/domains/www.green-ard.com
54,media,media,https://gray-mccoy.com/,hxxps://gray-mccoy[.]com/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 17:30:38 UTC,ThreatFox,https://clickfix.carsonww.com/domains/gray-mccoy.com
54,media,media,https://harrabycommunitycentre.co.uk/,hxxps://harrabycommunitycentre[.]co[.]uk/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 17:30:38 UTC,ThreatFox,https://clickfix.carsonww.com/domains/harrabycommunitycentre.co.uk
54,media,media,https://www.halicenneti.com/,hxxps://www[.]halicenneti[.]com/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 17:30:38 UTC,ThreatFox,https://clickfix.carsonww.com/domains/www.halicenneti.com
54,media,media,https://grupotrevisan.com.br/,hxxps://grupotrevisan[.]com[.]br/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 17:30:38 UTC,ThreatFox,https://clickfix.carsonww.com/domains/grupotrevisan.com.br
54,media,media,https://haarsalon-tonina.de/,hxxps://haarsalon-tonina[.]de/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 17:30:38 UTC,ThreatFox,https://clickfix.carsonww.com/domains/haarsalon-tonina.de
54,media,media,https://haberinolsunaydin.com/,hxxps://haberinolsunaydin[.]com/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 17:30:38 UTC,ThreatFox,https://clickfix.carsonww.com/domains/haberinolsunaydin.com
54,media,media,https://heatingsolutionsni.com/,hxxps://heatingsolutionsni[.]com/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 17:30:38 UTC,ThreatFox,https://clickfix.carsonww.com/domains/heatingsolutionsni.com
54,media,media,ad56d2df3c9614af56f49ee645989ccea45591c2c0c1a565e48f6a94cf75beab,ad56d2df3c9614af56f49ee645989ccea45591c2c0c1a565e48f6a94cf75beab,sha256_hash,AMOS,ThreatFox,,1/75,,0,90,2026-09-23 17:20:36 UTC,ThreatFox,https://www.virustotal.com/gui/file/ad56d2df3c9614af56f49ee645989ccea45591c2c0c1a565e48f6a94cf75beab
54,media,media,https://zygoteindia.com/,hxxps://zygoteindia[.]com/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 16:00:50 UTC,ThreatFox,https://clickfix.carsonww.com/domains/zygoteindia.com
54,media,alta,birtutkum.com,birtutkum[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 15:08:04 UTC,ThreatFox,
54,media,alta,bitsnpiecesdecor.com,bitsnpiecesdecor[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 15:08:04 UTC,ThreatFox,
54,media,alta,2b5f0c927f5436d8c04d58bb8c9fba470cbbf4ce23eacf2d65e336ca2bb59d97,2b5f0c927f5436d8c04d58bb8c9fba470cbbf4ce23eacf2d65e336ca2bb59d97,sha256_hash,XWorm,ThreatFox,,,,0,95,2026-09-23 15:02:33 UTC,ThreatFox,
54,media,alta,be312034d50a5e2cf8e25bd4011ad2dbcb876910,be312034d50a5e2cf8e25bd4011ad2dbcb876910,sha1_hash,XWorm,ThreatFox,,,,0,95,2026-09-23 15:02:33 UTC,ThreatFox,
54,media,alta,7c2b5d3b7535da03eeecb3dacafef353,7c2b5d3b7535da03eeecb3dacafef353,md5_hash,XWorm,ThreatFox,,,,0,95,2026-09-23 15:02:33 UTC,ThreatFox,
54,media,media,b9f239f6670f52d74ed55d1fbe7ca02feca1387e7aacd329abbcd1cf114e2b7d,b9f239f6670f52d74ed55d1fbe7ca02feca1387e7aacd329abbcd1cf114e2b7d,sha256_hash,Coinminer,ThreatFox,,,,0,95,2026-09-23 15:02:31 UTC,ThreatFox,
54,media,media,960fef0096ae38ad37203acfc2e1a8b1e779b4b6,960fef0096ae38ad37203acfc2e1a8b1e779b4b6,sha1_hash,Coinminer,ThreatFox,,,,0,95,2026-09-23 15:02:31 UTC,ThreatFox,
54,media,media,833ccad990c6f300f761dde5a8349cf4,833ccad990c6f300f761dde5a8349cf4,md5_hash,Coinminer,ThreatFox,,,,0,95,2026-09-23 15:02:31 UTC,ThreatFox,
54,media,alta,a7ff7db40888f18e4123aeea4153f2f11c6cd950,a7ff7db40888f18e4123aeea4153f2f11c6cd950,sha1_hash,Venus Stealer,ThreatFox,,,,0,95,2026-09-23 15:02:30 UTC,ThreatFox,
54,media,alta,e109149c37152c167818d22b4731a433,e109149c37152c167818d22b4731a433,md5_hash,Venus Stealer,ThreatFox,,,,0,95,2026-09-23 15:02:30 UTC,ThreatFox,
54,media,alta,9eabd76292ffbd379008775949032092,9eabd76292ffbd379008775949032092,md5_hash,Vidar,ThreatFox,,,,0,95,2026-09-23 15:02:29 UTC,ThreatFox,
54,media,alta,717e8d99fea593ff2ab47baf848f226b0675b82a332cb06c21d4ccf38f9a6fac,717e8d99fea593ff2ab47baf848f226b0675b82a332cb06c21d4ccf38f9a6fac,sha256_hash,Venus Stealer,ThreatFox,,,,0,95,2026-09-23 15:02:29 UTC,ThreatFox,
54,media,alta,c0448ee6790d9b3159b4f7557f351cca7c310144d187aef8ce8b2fea7deaca1b,c0448ee6790d9b3159b4f7557f351cca7c310144d187aef8ce8b2fea7deaca1b,sha256_hash,Vidar,ThreatFox,,,,0,95,2026-09-23 15:02:28 UTC,ThreatFox,
54,media,alta,d64dfa1777f10233f6811cbb7053cb8d47fe9b4d,d64dfa1777f10233f6811cbb7053cb8d47fe9b4d,sha1_hash,Vidar,ThreatFox,,,,0,95,2026-09-23 15:02:28 UTC,ThreatFox,
54,media,media,https://www.worldwild.it/,hxxps://www[.]worldwild[.]it/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 15:00:48 UTC,ThreatFox,https://clickfix.carsonww.com/domains/www.worldwild.it
54,media,alta,bertacaceres.org,bertacaceres[.]org,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 13:36:27 UTC,ThreatFox,
54,media,alta,besthomerenovation.com,besthomerenovation[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 13:20:38 UTC,ThreatFox,
54,media,alta,betvictorth.info,betvictorth[.]info,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 13:20:38 UTC,ThreatFox,
54,media,media,https://www.ward3vision.org/,hxxps://www[.]ward3vision[.]org/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 12:30:40 UTC,ThreatFox,https://clickfix.carsonww.com/domains/www.ward3vision.org
54,media,media,https://verein.stahltechnologie.de/,hxxps://verein[.]stahltechnologie[.]de/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 12:00:50 UTC,ThreatFox,https://clickfix.carsonww.com/domains/verein.stahltechnologie.de
54,media,media,https://zilke.com.br/,hxxps://zilke[.]com[.]br/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 11:30:37 UTC,ThreatFox,https://clickfix.carsonww.com/domains/zilke.com.br
54,media,media,https://zimcelebsblitz.com/,hxxps://zimcelebsblitz[.]com/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 11:30:37 UTC,ThreatFox,https://clickfix.carsonww.com/domains/zimcelebsblitz.com
54,media,media,https://www.zionvan.co/,hxxps://www[.]zionvan[.]co/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 11:30:37 UTC,ThreatFox,https://clickfix.carsonww.com/domains/www.zionvan.co
54,media,alta,shipping09.duckdns.org,shipping09[.]duckdns[.]org,domain,Remcos,ThreatFox,,11/89,,0,75,2026-09-23 11:10:17 UTC,ThreatFox,https://bazaar.abuse.ch/sample/31c9c3554099034efed222192803e3bccf0df46bb660b37a2eb62e3a42363fd4/
54,media,media,https://www.yellowabscab.com/,hxxps://www[.]yellowabscab[.]com/,url,Unknown malware,ThreatFox,,2/90,,0,90,2026-09-23 11:00:45 UTC,ThreatFox,https://clickfix.carsonww.com/domains/www.yellowabscab.com
54,media,media,https://www.wanderlustmentor.com/,hxxps://www[.]wanderlustmentor[.]com/,url,Unknown malware,ThreatFox,,2/90,,0,90,2026-09-23 11:00:45 UTC,ThreatFox,https://clickfix.carsonww.com/domains/www.wanderlustmentor.com
54,media,media,https://www.yogado.net/,hxxps://www[.]yogado[.]net/,url,Unknown malware,ThreatFox,,2/90,,0,90,2026-09-23 11:00:45 UTC,ThreatFox,https://clickfix.carsonww.com/domains/www.yogado.net
54,media,media,https://uaepi.com/,hxxps://uaepi[.]com/,url,Unknown malware,ThreatFox,,3/90,,0,90,2026-09-23 10:00:43 UTC,ThreatFox,https://clickfix.carsonww.com/domains/uaepi.com
54,media,media,https://www.tudosobrecavalos.com/,hxxps://www[.]tudosobrecavalos[.]com/,url,Unknown malware,ThreatFox,,2/90,,0,90,2026-09-23 10:00:43 UTC,ThreatFox,https://clickfix.carsonww.com/domains/www.tudosobrecavalos.com
54,media,critica,8.137.111.232:4321,8[.]137[.]111[.]232:4321,ip:port,AdaptixC2,ThreatFox,CN,9/89,0,0,75,2026-09-23 09:46:57 UTC,ThreatFox,
54,media,alta,bergiemedia.com,bergiemedia[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 09:01:38 UTC,ThreatFox,
54,media,media,https://williamcleans.de/,hxxps://williamcleans[.]de/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 08:30:37 UTC,ThreatFox,https://clickfix.carsonww.com/domains/williamcleans.de
54,media,media,https://vivianemoura.com.br/,hxxps://vivianemoura[.]com[.]br/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 08:30:37 UTC,ThreatFox,https://clickfix.carsonww.com/domains/vivianemoura.com.br
54,media,alta,beursvloerenrivierenland.nl,beursvloerenrivierenland[.]nl,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 08:05:12 UTC,ThreatFox,
54,media,media,https://owlabc.net/,hxxps://owlabc[.]net/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 08:00:46 UTC,ThreatFox,https://clickfix.carsonww.com/domains/owlabc.net
54,media,media,https://tiles-worktops.co.uk/,hxxps://tiles-worktops[.]co[.]uk/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 07:00:42 UTC,ThreatFox,https://clickfix.carsonww.com/domains/tiles-worktops.co.uk
54,media,media,https://www.tagprojetosincentivados.com/,hxxps://www[.]tagprojetosincentivados[.]com/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 07:00:42 UTC,ThreatFox,https://clickfix.carsonww.com/domains/www.tagprojetosincentivados.com
54,media,media,https://www.tca-butuan.edu.ph/,hxxps://www[.]tca-butuan[.]edu[.]ph/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 07:00:42 UTC,ThreatFox,https://clickfix.carsonww.com/domains/www.tca-butuan.edu.ph
54,media,media,https://server.drunlosbostworld.site/Bin/ScreenConnect.ClientSetup.msi?e=Access&y=Guest&c=whites&c=&c=&c=&c=&c=&c=&c=,hxxps://server[.]drunlosbostworld[.]site/Bin/ScreenConnect[.]ClientSetup[.]msi?e=Access&y=Guest&c=whites&c=&c=&c=&c=&c=&c=&c=,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 06:35:17 UTC,ThreatFox,
54,media,alta,eb8b9a20fc7dea1e0fb133053e6301153f4c0c99b87d56c0aefa9b63862668c0,eb8b9a20fc7dea1e0fb133053e6301153f4c0c99b87d56c0aefa9b63862668c0,sha256_hash,AsyncRAT,ThreatFox,,,,0,95,2026-09-23 06:35:15 UTC,ThreatFox,
54,media,alta,8026d0802cf77574531070c123aabd3fb6c28f39b56efaed72f129e0a530007d,8026d0802cf77574531070c123aabd3fb6c28f39b56efaed72f129e0a530007d,sha256_hash,Unknown Loader,ThreatFox,,,,0,95,2026-09-23 06:35:15 UTC,ThreatFox,
54,media,alta,21bfcedfb79ec8427ad3d766b66997983a2910d05164773159263b52a5cd6317,21bfcedfb79ec8427ad3d766b66997983a2910d05164773159263b52a5cd6317,sha256_hash,Unknown Loader,ThreatFox,,,,0,95,2026-09-23 06:35:15 UTC,ThreatFox,
54,media,alta,8fe5e64400bf61f51ae8174ed1494925593c51be91d3a50be7e0a53b50a1c1d9,8fe5e64400bf61f51ae8174ed1494925593c51be91d3a50be7e0a53b50a1c1d9,sha256_hash,Unknown Loader,ThreatFox,,,,0,95,2026-09-23 06:35:14 UTC,ThreatFox,
54,media,media,04bfc11db8257074ae1ec866d73e21a3131526385456a8e6adc30bc2d06ae580,04bfc11db8257074ae1ec866d73e21a3131526385456a8e6adc30bc2d06ae580,sha256_hash,VShell,ThreatFox,,,,0,95,2026-09-23 06:35:14 UTC,ThreatFox,
54,media,alta,www.dracarinagarcia.com.br,www[.]dracarinagarcia[.]com[.]br,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:35:08 UTC,ThreatFox,
54,media,media,87fd7403c047091ff5fce252c56150e1db4c4797a37855dc4dd30279ebd99e15,87fd7403c047091ff5fce252c56150e1db4c4797a37855dc4dd30279ebd99e15,sha256_hash,VShell,ThreatFox,,,,0,90,2026-09-23 06:35:05 UTC,ThreatFox,
54,media,media,1e25bb36f94f904fd7c4a2d88752fa57c127a533276d0259b6f245386bbe3bd8,1e25bb36f94f904fd7c4a2d88752fa57c127a533276d0259b6f245386bbe3bd8,sha256_hash,VShell,ThreatFox,,,,0,95,2026-09-23 06:35:04 UTC,ThreatFox,
54,media,alta,c426da4ab69f1b106b9bedbde91534d3e2e7213422126b838afac28d1a754243,c426da4ab69f1b106b9bedbde91534d3e2e7213422126b838afac28d1a754243,sha256_hash,Unknown Loader,ThreatFox,,,,0,95,2026-09-23 06:35:00 UTC,ThreatFox,
54,media,alta,http://64.89.163.63/u.ps1,hxxp://64[.]89[.]163[.]63/u[.]ps1,url,Overlord RAT,ThreatFox,,,,0,90,2026-09-23 06:34:54 UTC,ThreatFox,
54,media,alta,http://188.212.158.34/system.exe,hxxp://188[.]212[.]158[.]34/system[.]exe,url,AsyncRAT,ThreatFox,,,,0,95,2026-09-23 06:34:53 UTC,ThreatFox,
54,media,alta,http://45.13.186.37/noncrypt/21-32/ojujn.exe,hxxp://45[.]13[.]186[.]37/noncrypt/21-32/ojujn[.]exe,url,Stealc,ThreatFox,,,,0,95,2026-09-23 06:34:52 UTC,ThreatFox,
54,media,alta,f9081df1dbc2fcf77f6daad99d3f19e0ede5e2053defdffa7f9fa97014e0dca1,f9081df1dbc2fcf77f6daad99d3f19e0ede5e2053defdffa7f9fa97014e0dca1,sha256_hash,Mirai,ThreatFox,,,,0,95,2026-09-23 06:34:49 UTC,ThreatFox,
54,media,media,25f946d5bebb35015546c90f6256716e4283f8540aaf31773d06098fbf645801,25f946d5bebb35015546c90f6256716e4283f8540aaf31773d06098fbf645801,sha256_hash,VShell,ThreatFox,,,,0,95,2026-09-23 06:34:46 UTC,ThreatFox,
54,media,media,78fd3dae64a7a450838f0b3b7dc78fbd92362122d0b1722bc136f74ffd1545c2,78fd3dae64a7a450838f0b3b7dc78fbd92362122d0b1722bc136f74ffd1545c2,sha256_hash,VShell,ThreatFox,,,,0,95,2026-09-23 06:34:45 UTC,ThreatFox,
54,media,alta,https://untedworks.com/Invoice.exe,hxxps://untedworks[.]com/Invoice[.]exe,url,Formbook,ThreatFox,,,,0,95,2026-09-23 06:34:41 UTC,ThreatFox,
54,media,media,http://107.151.233.120:8084/?h=107.151.233.120&p=8084&t=tcp&a=w32&stage=true,hxxp://107[.]151[.]233[.]120:8084/?h=107[.]151[.]233[.]120&p=8084&t=tcp&a=w32&stage=true,url,VShell,ThreatFox,,,,0,95,2026-09-23 06:34:40 UTC,ThreatFox,
54,media,media,http://45.13.186.37/noncrypt/obsh/R7.exe,hxxp://45[.]13[.]186[.]37/noncrypt/obsh/R7[.]exe,url,Remus,ThreatFox,,,,0,95,2026-09-23 06:34:40 UTC,ThreatFox,
54,media,media,http://107.151.233.120:8084/?h=107.151.233.120&p=8084&t=tcp&a=w64&stage=true,hxxp://107[.]151[.]233[.]120:8084/?h=107[.]151[.]233[.]120&p=8084&t=tcp&a=w64&stage=true,url,VShell,ThreatFox,,,,0,95,2026-09-23 06:34:39 UTC,ThreatFox,
54,media,alta,0e8bb85c6e8976111a9b33fd0f47b18d01d2755f3a34d365b991577e45b2f14a,0e8bb85c6e8976111a9b33fd0f47b18d01d2755f3a34d365b991577e45b2f14a,sha256_hash,Unknown Loader,ThreatFox,,,,0,95,2026-09-23 06:34:32 UTC,ThreatFox,
54,media,media,14270dc1d285e7eaf8ccf3fee7f0e1bb9efe214c8db357ae5104809671793d90,14270dc1d285e7eaf8ccf3fee7f0e1bb9efe214c8db357ae5104809671793d90,sha256_hash,Bashlite,ThreatFox,,,,0,95,2026-09-23 06:34:29 UTC,ThreatFox,
54,media,alta,bettermanblog.com,bettermanblog[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:24:19 UTC,ThreatFox,
54,media,alta,www.diyarchitectural.com,www[.]diyarchitectural[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:24:19 UTC,ThreatFox,
54,media,alta,ghostharvest.com,ghostharvest[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:24:07 UTC,ThreatFox,
54,media,alta,www.dmaf.it,www[.]dmaf[.]it,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:18:15 UTC,ThreatFox,
54,media,alta,bettyjournal.com,bettyjournal[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:18:15 UTC,ThreatFox,
54,media,alta,www.duemari.it,www[.]duemari[.]it,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:11:54 UTC,ThreatFox,
54,media,alta,www.dmstudiobenessere.it,www[.]dmstudiobenessere[.]it,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:11:54 UTC,ThreatFox,
54,media,alta,articletel.com,articletel[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:11:53 UTC,ThreatFox,
54,media,alta,apexpert.co,apexpert[.]co,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:11:53 UTC,ThreatFox,
54,media,alta,amtcnc.nz,amtcnc[.]nz,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:11:53 UTC,ThreatFox,
54,media,alta,acrku.org,acrku[.]org,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:11:53 UTC,ThreatFox,
54,media,alta,ageisolution.com,ageisolution[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:11:53 UTC,ThreatFox,
54,media,alta,aatss.ly,aatss[.]ly,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:11:53 UTC,ThreatFox,
54,media,alta,autoandmarineupholstery.com,autoandmarineupholstery[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:11:52 UTC,ThreatFox,
54,media,alta,www.anatim.com,www[.]anatim[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:11:52 UTC,ThreatFox,
54,media,alta,atelier-real3d.fr,atelier-real3d[.]fr,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:11:52 UTC,ThreatFox,
54,media,alta,aspegy.net,aspegy[.]net,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:11:52 UTC,ThreatFox,
54,media,alta,athikannn.com,athikannn[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:11:52 UTC,ThreatFox,
54,media,alta,asmdevelopers.com,asmdevelopers[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 06:06:05 UTC,ThreatFox,
54,media,media,https://sorveart.com.br/,hxxps://sorveart[.]com[.]br/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 06:00:44 UTC,ThreatFox,https://clickfix.carsonww.com/domains/sorveart.com.br
54,media,media,https://sistemainformatica.com/,hxxps://sistemainformatica[.]com/,url,Unknown malware,ThreatFox,,,,0,90,2026-09-23 06:00:44 UTC,ThreatFox,https://clickfix.carsonww.com/domains/sistemainformatica.com
54,media,alta,avukatajandasi.com,avukatajandasi[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:58:09 UTC,ThreatFox,
54,media,alta,blackfleettransportsinc.com,blackfleettransportsinc[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:58:06 UTC,ThreatFox,
54,media,alta,barbosadecarvalho.adv.br,barbosadecarvalho[.]adv[.]br,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:58:06 UTC,ThreatFox,
54,media,alta,astiltex.com,astiltex[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:58:06 UTC,ThreatFox,
54,media,alta,bloomingcap.com,bloomingcap[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:58:05 UTC,ThreatFox,
54,media,alta,www.bolosdositio.com.br,www[.]bolosdositio[.]com[.]br,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:51 UTC,ThreatFox,
54,media,alta,cybernetics.com.ng,cybernetics[.]com[.]ng,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:50 UTC,ThreatFox,
54,media,alta,cultour-mne-kos.com,cultour-mne-kos[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:50 UTC,ThreatFox,
54,media,alta,crdo.chakma.in,crdo[.]chakma[.]in,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:46 UTC,ThreatFox,
54,media,alta,ddldg.com,ddldg[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:45 UTC,ThreatFox,
54,media,alta,crescenttechno.com,crescenttechno[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:45 UTC,ThreatFox,
54,media,alta,dev.uniformsbyplanett.com,dev[.]uniformsbyplanett[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:44 UTC,ThreatFox,
54,media,alta,www.daleelectronicsstore.com,www[.]daleelectronicsstore[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:44 UTC,ThreatFox,
54,media,alta,creatoresofas.com,creatoresofas[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:44 UTC,ThreatFox,
54,media,alta,www.datangmetal.com,www[.]datangmetal[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:43 UTC,ThreatFox,
54,media,alta,deltablueplumbing.com,deltablueplumbing[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:43 UTC,ThreatFox,
54,media,alta,dimacso.cl,dimacso[.]cl,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:43 UTC,ThreatFox,
54,media,alta,ardpremiumrealestate.com,ardpremiumrealestate[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:42 UTC,ThreatFox,
54,media,alta,bowenschools.co.za,bowenschools[.]co[.]za,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:42 UTC,ThreatFox,
54,media,alta,apexcompliancebigbear.com,apexcompliancebigbear[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:42 UTC,ThreatFox,
54,media,alta,cassiniship.com,cassiniship[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:41 UTC,ThreatFox,
54,media,alta,barrel-holder.com,barrel-holder[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:41 UTC,ThreatFox,
54,media,alta,ateliers-pachamama.fr,ateliers-pachamama[.]fr,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:41 UTC,ThreatFox,
54,media,alta,cascaderesto.com,cascaderesto[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:40 UTC,ThreatFox,
54,media,alta,cantinasdava.com.br,cantinasdava[.]com[.]br,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:40 UTC,ThreatFox,
54,media,alta,ccrindustrial.com.co,ccrindustrial[.]com[.]co,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:40 UTC,ThreatFox,
54,media,alta,concursosabertos.eco.br,concursosabertos[.]eco[.]br,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:50:39 UTC,ThreatFox,
54,media,alta,downingpublications.com,downingpublications[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:44:56 UTC,ThreatFox,
54,media,alta,c-alahlam.com,c-alahlam[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:44:55 UTC,ThreatFox,
54,media,alta,barartkaarsen.nl,barartkaarsen[.]nl,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:44:28 UTC,ThreatFox,
54,media,alta,angkabetblog.org,angkabetblog[.]org,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:44:00 UTC,ThreatFox,
54,media,alta,amanialnukhtha.com,amanialnukhtha[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:43:21 UTC,ThreatFox,
54,media,alta,drugsrehabpa.com,drugsrehabpa[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:42:41 UTC,ThreatFox,
54,media,alta,d-plans.com,d-plans[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:42:41 UTC,ThreatFox,
54,media,alta,dhillus.com.br,dhillus[.]com[.]br,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:42:40 UTC,ThreatFox,
54,media,alta,www.cruzdistribuidora.com.br,www[.]cruzdistribuidora[.]com[.]br,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:42:39 UTC,ThreatFox,
54,media,alta,desatipropaganda.com.br,desatipropaganda[.]com[.]br,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:42:39 UTC,ThreatFox,
54,media,alta,dirtydancerrecords.com,dirtydancerrecords[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:42:38 UTC,ThreatFox,
54,media,alta,www.barcelonadrumfest.art,www[.]barcelonadrumfest[.]art,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:42:37 UTC,ThreatFox,
54,media,alta,www.corbegroup.com,www[.]corbegroup[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:42:37 UTC,ThreatFox,
54,media,alta,dpashova.com,dpashova[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:42:37 UTC,ThreatFox,
54,media,alta,dreamgirlsllc.com,dreamgirlsllc[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:42:36 UTC,ThreatFox,
54,media,alta,www.dongiovanniandreoli.it,www[.]dongiovanniandreoli[.]it,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:42:16 UTC,ThreatFox,
54,media,alta,denchieusangled.com.vn,denchieusangled[.]com[.]vn,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:35:11 UTC,ThreatFox,
54,media,alta,duransboatrepair.com,duransboatrepair[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:15:04 UTC,ThreatFox,
54,media,alta,www.bawoyacht.com,www[.]bawoyacht[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:15:03 UTC,ThreatFox,
54,media,alta,drranks.com,drranks[.]com,domain,ClearFake,ThreatFox,,,,0,90,2026-09-23 05:15:01 UTC,ThreatFox,
