score,level,severity,value,defanged,type,threat,sources,country,vt_detections,abuse_score,age_days,confidence,first_seen,source,reference
55,media,alta,1738feb28e36c80bdefcc8d644c579cdfdea9e75089bf1344729c698dbd62b16,1738feb28e36c80bdefcc8d644c579cdfdea9e75089bf1344729c698dbd62b16,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 01:40:17 UTC,ThreatFox,
55,media,alta,e6d7d88169e89fdfcae948731fd46682f4947e92972af51aefbcd7c057247b7c,e6d7d88169e89fdfcae948731fd46682f4947e92972af51aefbcd7c057247b7c,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 01:40:16 UTC,ThreatFox,
55,media,alta,b3cece7e7c9dfc37c02752be98080efbabbb7fec651d20521d78fd71eadda289,b3cece7e7c9dfc37c02752be98080efbabbb7fec651d20521d78fd71eadda289,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 01:40:15 UTC,ThreatFox,
55,media,alta,11930b03f4eabccdc20bbf11819e0cfa79b94c8119882a55f4a578e9e147aaea,11930b03f4eabccdc20bbf11819e0cfa79b94c8119882a55f4a578e9e147aaea,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 01:40:14 UTC,ThreatFox,
55,media,alta,b16fc57e4c3512af307b2268fb91e6bf7e5673b2f488d384d945cf89c7de1ccd,b16fc57e4c3512af307b2268fb91e6bf7e5673b2f488d384d945cf89c7de1ccd,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 01:40:14 UTC,ThreatFox,
55,media,alta,6c326405d6be80549c0ccb6f57a318f1c553fea01ac24bfca03fe66dd5e545dd,6c326405d6be80549c0ccb6f57a318f1c553fea01ac24bfca03fe66dd5e545dd,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 01:40:13 UTC,ThreatFox,
55,media,alta,394a184fccd33144c8916c99cc9fb4992cf9db5cb1b40317ff38b34e5a241c06,394a184fccd33144c8916c99cc9fb4992cf9db5cb1b40317ff38b34e5a241c06,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 01:40:11 UTC,ThreatFox,
55,media,media,cdcb1f84e63d751507c306ff5469d8e2773df0da132efcfd082483aad0d50bf9,cdcb1f84e63d751507c306ff5469d8e2773df0da132efcfd082483aad0d50bf9,sha256_hash,Bashlite,ThreatFox,,,,0,100,2026-09-24 01:40:10 UTC,ThreatFox,
55,media,alta,47c365d4676ffd788011d0b56673f59cdb589c8d3d8217c721853517cba19202,47c365d4676ffd788011d0b56673f59cdb589c8d3d8217c721853517cba19202,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 01:40:09 UTC,ThreatFox,
55,media,alta,12d754a8f7876a3fb2b563f7f333813e4d386e9287bdd5776a353ee53dbf7b4a,12d754a8f7876a3fb2b563f7f333813e4d386e9287bdd5776a353ee53dbf7b4a,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 01:40:08 UTC,ThreatFox,
55,media,media,c78352eaf38880fbc3ce60b4eec4c577478d618c990bbe510dd1367ee3274824,c78352eaf38880fbc3ce60b4eec4c577478d618c990bbe510dd1367ee3274824,sha256_hash,Bashlite,ThreatFox,,,,0,100,2026-09-24 01:40:07 UTC,ThreatFox,
55,media,alta,nx3vcqkx.persiandiet.com,nx3vcqkx[.]persiandiet[.]com,domain,ClearFake,ThreatFox,,,,0,100,2026-09-24 01:24:08 UTC,ThreatFox,
55,media,alta,persiandiet.com,persiandiet[.]com,domain,ClearFake,ThreatFox,,,,0,100,2026-09-24 01:22:18 UTC,ThreatFox,
55,media,alta,r20pgeh1.qlaneturnstiles.com,r20pgeh1[.]qlaneturnstiles[.]com,domain,ClearFake,ThreatFox,,,,0,100,2026-09-24 01:11:48 UTC,ThreatFox,
55,media,media,47.116.175.227:8084,47[.]116[.]175[.]227:8084,ip:port,VShell,ThreatFox,CN,,0,0,100,2026-09-24 01:05:05 UTC,ThreatFox,
55,media,media,47.118.26.230:9999,47[.]118[.]26[.]230:9999,ip:port,VShell,ThreatFox,CN,,0,0,100,2026-09-24 01:05:05 UTC,ThreatFox,
55,media,alta,159.65.83.2:9035,159[.]65[.]83[.]2:9035,ip:port,Aisuru,ThreatFox,GB,,0,0,100,2026-09-24 01:04:51 UTC,ThreatFox,
55,media,alta,8c0a34124a8a25c0e2bc81a124e428ab97f0eaaee34d4c5074f29992120421a8,8c0a34124a8a25c0e2bc81a124e428ab97f0eaaee34d4c5074f29992120421a8,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 00:37:58 UTC,ThreatFox,
55,media,alta,0e10b9ee5e135c9ce5f02b41cbbb3cb51ad5b7c83a241cab552fd4e8840aa1bd,0e10b9ee5e135c9ce5f02b41cbbb3cb51ad5b7c83a241cab552fd4e8840aa1bd,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 00:37:57 UTC,ThreatFox,
55,media,media,5086d80f6e009feaccedf2c69368ddae803e11a8d7ffaafb4b790177828abc90,5086d80f6e009feaccedf2c69368ddae803e11a8d7ffaafb4b790177828abc90,sha256_hash,Bashlite,ThreatFox,,,,0,100,2026-09-24 00:37:56 UTC,ThreatFox,
55,media,alta,79cea37456aa1276e5119f215ef82c53a9dca7d71e9d814164a636612504ab01,79cea37456aa1276e5119f215ef82c53a9dca7d71e9d814164a636612504ab01,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 00:37:54 UTC,ThreatFox,
55,media,alta,e9a7c47bd60a67a39e15eead4821210b4edba9368f140619b6f22c77cc874887,e9a7c47bd60a67a39e15eead4821210b4edba9368f140619b6f22c77cc874887,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 00:37:53 UTC,ThreatFox,
55,media,alta,b37d1bf8dde710cae9095a46505286c689fefa1ef911b0b0709b3833749c6efc,b37d1bf8dde710cae9095a46505286c689fefa1ef911b0b0709b3833749c6efc,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 00:37:52 UTC,ThreatFox,
55,media,alta,5eee1f6a29b6c1c13130ae1c2e7020dd83fc755d6b995c04e4db457e5c5a92af,5eee1f6a29b6c1c13130ae1c2e7020dd83fc755d6b995c04e4db457e5c5a92af,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 00:37:51 UTC,ThreatFox,
55,media,alta,39f9dc4520e018356d2b6678d248f5c7b8c70449bc356a6e86cd243ccc0adc1d,39f9dc4520e018356d2b6678d248f5c7b8c70449bc356a6e86cd243ccc0adc1d,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 00:37:50 UTC,ThreatFox,
55,media,alta,76d55f8fa49d8490c5bce91abc0388586c5a64d28d29c4985232414b4bddfd76,76d55f8fa49d8490c5bce91abc0388586c5a64d28d29c4985232414b4bddfd76,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 00:37:49 UTC,ThreatFox,
55,media,alta,cacb6c487a48887fd5567e4dc61dd799ab03edcc153608e7b8c0df9eb01c6cff,cacb6c487a48887fd5567e4dc61dd799ab03edcc153608e7b8c0df9eb01c6cff,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 00:37:49 UTC,ThreatFox,
55,media,alta,c40e58e9eda2d0a753c5a6bce142b758d437d2878f5ae39d8486824881261128,c40e58e9eda2d0a753c5a6bce142b758d437d2878f5ae39d8486824881261128,sha256_hash,Mirai,ThreatFox,,,,0,100,2026-09-24 00:37:47 UTC,ThreatFox,
55,media,alta,bf0bqd76.hiwino.net,bf0bqd76[.]hiwino[.]net,domain,ClearFake,ThreatFox,,,,0,100,2026-09-24 00:32:17 UTC,ThreatFox,
55,media,alta,pwy0h4uk.akharinbama.ir,pwy0h4uk[.]akharinbama[.]ir,domain,ClearFake,ThreatFox,,,,0,100,2026-09-24 00:32:10 UTC,ThreatFox,
55,media,alta,hengcenet.com,hengcenet[.]com,domain,ClearFake,ThreatFox,,,,0,100,2026-09-24 00:20:34 UTC,ThreatFox,
55,media,media,b92a53b7853807b3f417e8aaab19662f3451480743c3fc6831b8131a5859bfce,b92a53b7853807b3f417e8aaab19662f3451480743c3fc6831b8131a5859bfce,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-24 00:01:30 UTC,ThreatFox,https://www.virustotal.com/gui/file/b92a53b7853807b3f417e8aaab19662f3451480743c3fc6831b8131a5859bfce
55,media,media,1707c849c17706537c7db56edf5f08aeb5e2cfa2d3e9c144a96d75a6dac09268,1707c849c17706537c7db56edf5f08aeb5e2cfa2d3e9c144a96d75a6dac09268,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-23 23:59:43 UTC,ThreatFox,https://www.virustotal.com/gui/file/1707c849c17706537c7db56edf5f08aeb5e2cfa2d3e9c144a96d75a6dac09268
55,media,alta,chilloutvrmod.org,chilloutvrmod[.]org,domain,Unknown Stealer,ThreatFox,,,,0,100,2026-09-23 23:47:52 UTC,ThreatFox,https://bazaar.abuse.ch/sample/fe91084d96a5f55268a7a72372182e0264730660588e642876a0506abdc61ed7/
55,media,alta,millowouykey.com,millowouykey[.]com,domain,ClearFake,ThreatFox,,,,0,100,2026-09-23 23:43:17 UTC,ThreatFox,
55,media,alta,hamvarzesh.bet,hamvarzesh[.]bet,domain,ClearFake,ThreatFox,,,,0,100,2026-09-23 23:42:46 UTC,ThreatFox,
55,media,media,c1284e45e618b6ce2fa48aa7257f3b1b5bd7fe542efd24ebfd9c488a4a5dd048,c1284e45e618b6ce2fa48aa7257f3b1b5bd7fe542efd24ebfd9c488a4a5dd048,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-23 23:29:08 UTC,ThreatFox,https://www.virustotal.com/gui/file/c1284e45e618b6ce2fa48aa7257f3b1b5bd7fe542efd24ebfd9c488a4a5dd048
55,media,media,7d7ccd876375c5eebcf2c8b37d39bfe3eaf1f509fe1bb9ce478ece0d7abfd274,7d7ccd876375c5eebcf2c8b37d39bfe3eaf1f509fe1bb9ce478ece0d7abfd274,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-23 23:27:59 UTC,ThreatFox,https://www.virustotal.com/gui/file/7d7ccd876375c5eebcf2c8b37d39bfe3eaf1f509fe1bb9ce478ece0d7abfd274
55,media,alta,astroznenekey.com,astroznenekey[.]com,domain,ClearFake,ThreatFox,,,,0,100,2026-09-23 23:12:21 UTC,ThreatFox,
55,media,alta,sd.234-e.com,sd[.]234-e[.]com,domain,Vidar,ThreatFox,,,,0,100,2026-09-23 23:10:45 UTC,ThreatFox,
55,media,alta,https://sd.234-e.com/,hxxps://sd[.]234-e[.]com/,url,Vidar,ThreatFox,,,,0,100,2026-09-23 23:10:45 UTC,ThreatFox,
55,media,alta,sd.1jp88.org,sd[.]1jp88[.]org,domain,Vidar,ThreatFox,,,,0,100,2026-09-23 23:05:46 UTC,ThreatFox,
55,media,alta,https://sd.1jp88.org/,hxxps://sd[.]1jp88[.]org/,url,Vidar,ThreatFox,,,,0,100,2026-09-23 23:05:46 UTC,ThreatFox,
55,media,alta,chilloutvrmodded.net,chilloutvrmodded[.]net,domain,Unknown Stealer,ThreatFox,,,,0,100,2026-09-23 22:51:03 UTC,ThreatFox,https://tria.ge/260923-2jzebafa52/behavioral1
55,media,media,143.92.38.221:8151,143[.]92[.]38[.]221:8151,ip:port,Unknown malware,ThreatFox,HK,,0,0,100,2026-09-23 22:24:26 UTC,ThreatFox,https://x.com/devmihaylov/status/2102883134996189479
55,media,media,134.122.204.114:8151,134[.]122[.]204[.]114:8151,ip:port,Unknown malware,ThreatFox,SG,,0,0,100,2026-09-23 22:24:26 UTC,ThreatFox,https://x.com/devmihaylov/status/2102883134996189479
55,media,alta,gzmyosuj.aftabsport.ir,gzmyosuj[.]aftabsport[.]ir,domain,ClearFake,ThreatFox,,,,0,100,2026-09-23 22:22:00 UTC,ThreatFox,
55,media,media,https://gfgxcx.com/c.f.g.hf.t.221.zip,hxxps://gfgxcx[.]com/c[.]f[.]g[.]hf[.]t[.]221[.]zip,url,Unknown malware,ThreatFox,,,,0,100,2026-09-23 22:18:31 UTC,ThreatFox,https://x.com/devmihaylov/status/2102883134996189479
55,media,media,https://gfgxcx.com/d.f.r.qe.114.zip,hxxps://gfgxcx[.]com/d[.]f[.]r[.]qe[.]114[.]zip,url,Unknown malware,ThreatFox,,,,0,100,2026-09-23 22:18:31 UTC,ThreatFox,https://x.com/devmihaylov/status/2102883134996189479
55,media,media,247a8bd16be5e5d8c26d4e0ba3697ad4abdf523e4424a8105b9688f98bfd4497,247a8bd16be5e5d8c26d4e0ba3697ad4abdf523e4424a8105b9688f98bfd4497,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-23 22:16:30 UTC,ThreatFox,https://www.virustotal.com/gui/file/247a8bd16be5e5d8c26d4e0ba3697ad4abdf523e4424a8105b9688f98bfd4497
55,media,media,089fadf8fcee6e35649065940f346777ac0f2067761259bde81b6710fc89d6b8,089fadf8fcee6e35649065940f346777ac0f2067761259bde81b6710fc89d6b8,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-23 22:16:17 UTC,ThreatFox,https://www.virustotal.com/gui/file/089fadf8fcee6e35649065940f346777ac0f2067761259bde81b6710fc89d6b8
55,media,media,134.122.200.153:8151,134[.]122[.]200[.]153:8151,ip:port,Unknown malware,ThreatFox,SG,,0,0,100,2026-09-23 22:12:41 UTC,ThreatFox,https://x.com/devmihaylov/status/2102883134996189479
55,media,media,https://gfgxcx.com/LocalOffice1.zip,hxxps://gfgxcx[.]com/LocalOffice1[.]zip,url,Unknown malware,ThreatFox,,,,0,100,2026-09-23 22:11:27 UTC,ThreatFox,https://x.com/devmihaylov/status/2102883134996189479
55,media,media,d6df4b637007ff7a81677e739277468e8448d361d3a3321e9175bb433a4c2f6b,d6df4b637007ff7a81677e739277468e8448d361d3a3321e9175bb433a4c2f6b,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-23 22:04:11 UTC,ThreatFox,https://www.virustotal.com/gui/file/d6df4b637007ff7a81677e739277468e8448d361d3a3321e9175bb433a4c2f6b
55,media,media,a3e786a3d2b8baa9c1fda58f2116542606e156bee898a6a2d485fd65790029f3,a3e786a3d2b8baa9c1fda58f2116542606e156bee898a6a2d485fd65790029f3,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-23 22:03:40 UTC,ThreatFox,https://www.virustotal.com/gui/file/a3e786a3d2b8baa9c1fda58f2116542606e156bee898a6a2d485fd65790029f3
55,media,media,misty-whirl-beacon-doa.life,misty-whirl-beacon-doa[.]life,domain,IClickFix,ThreatFox,,,,0,100,2026-09-23 22:03:28 UTC,ThreatFox,
55,media,media,a18aa476ad595ad3567df4fa98f3a615a3c6b6ac450c8dc3d2e95ce98c7634a7,a18aa476ad595ad3567df4fa98f3a615a3c6b6ac450c8dc3d2e95ce98c7634a7,sha256_hash,AMOS,ThreatFox,,1/75,,0,100,2026-09-23 21:11:40 UTC,ThreatFox,https://www.virustotal.com/gui/file/a18aa476ad595ad3567df4fa98f3a615a3c6b6ac450c8dc3d2e95ce98c7634a7
55,media,alta,185.215.151.9:2404,185[.]215[.]151[.]9:2404,ip:port,Remcos,ThreatFox,US,0/89,0,0,100,2026-09-23 21:10:36 UTC,ThreatFox,
55,media,media,9121ad58f09f380d849ba89071899f8c48c436bac21f7a3aba084ea0861c16cd,9121ad58f09f380d849ba89071899f8c48c436bac21f7a3aba084ea0861c16cd,sha256_hash,AMOS,ThreatFox,,1/75,,0,100,2026-09-23 20:54:56 UTC,ThreatFox,https://www.virustotal.com/gui/file/9121ad58f09f380d849ba89071899f8c48c436bac21f7a3aba084ea0861c16cd
55,media,media,4043c95c58dfa8dedb4f485ea59f849b150d5882f4be8ba36cb98ff9dd67fc4e,4043c95c58dfa8dedb4f485ea59f849b150d5882f4be8ba36cb98ff9dd67fc4e,sha256_hash,AMOS,ThreatFox,,1/75,,0,100,2026-09-23 20:54:52 UTC,ThreatFox,https://www.virustotal.com/gui/file/4043c95c58dfa8dedb4f485ea59f849b150d5882f4be8ba36cb98ff9dd67fc4e
55,media,alta,dacxyxfc.pazarlamasi.com,dacxyxfc[.]pazarlamasi[.]com,domain,ClearFake,ThreatFox,,0/89,,0,100,2026-09-23 20:23:46 UTC,ThreatFox,
55,media,alta,pazarlamasi.com,pazarlamasi[.]com,domain,ClearFake,ThreatFox,,0/89,,0,100,2026-09-23 20:21:46 UTC,ThreatFox,
55,media,media,139.129.18.13:9999,139[.]129[.]18[.]13:9999,ip:port,VShell,ThreatFox,CN,0/89,0,0,100,2026-09-23 20:05:11 UTC,ThreatFox,
55,media,alta,65.108.207.22:80,65[.]108[.]207[.]22:80,ip:port,AsyncRAT,ThreatFox,FI,0/89,0,0,100,2026-09-23 20:05:11 UTC,ThreatFox,
55,media,critica,3.70.2.18:8080,3[.]70[.]2[.]18:8080,ip:port,Cobalt Strike,ThreatFox,DE,0/89,0,0,100,2026-09-23 20:05:05 UTC,ThreatFox,
55,media,alta,84.247.187.47:443,84[.]247[.]187[.]47:443,ip:port,AsyncRAT,ThreatFox,DE,11/89,1,0,75,2026-09-23 19:47:27 UTC,ThreatFox,
55,media,alta,195.177.94.29:56002,195[.]177[.]94[.]29:56002,ip:port,PureRAT,ThreatFox,FR,14/89,0,0,75,2026-09-23 19:45:08 UTC,ThreatFox,
55,media,alta,195.177.94.29:56001,195[.]177[.]94[.]29:56001,ip:port,PureRAT,ThreatFox,FR,14/89,0,0,75,2026-09-23 19:45:07 UTC,ThreatFox,
55,media,alta,195.177.94.16:6606,195[.]177[.]94[.]16:6606,ip:port,AsyncRAT,ThreatFox,FR,13/89,0,0,75,2026-09-23 19:45:06 UTC,ThreatFox,
55,media,alta,sk.bumblemovies.com,sk[.]bumblemovies[.]com,domain,MicroStealer,ThreatFox,,,,0,100,2026-09-23 19:42:55 UTC,ThreatFox,
55,media,alta,wlx9bsjd.gone303.com,wlx9bsjd[.]gone303[.]com,domain,ClearFake,ThreatFox,,,,0,100,2026-09-23 19:33:53 UTC,ThreatFox,
55,media,alta,gone303.com,gone303[.]com,domain,ClearFake,ThreatFox,,,,0,100,2026-09-23 19:32:53 UTC,ThreatFox,
55,media,media,https://pantera.ahzmaahaab.com/api/,hxxps://pantera[.]ahzmaahaab[.]com/api/,url,Unknown malware,ThreatFox,,,,0,100,2026-09-23 19:09:20 UTC,ThreatFox,
55,media,media,7667b3e5e69c6203451b915a7c3b8f2227630243dfaa6209b4beff8bcaa520ed,7667b3e5e69c6203451b915a7c3b8f2227630243dfaa6209b4beff8bcaa520ed,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-23 19:05:54 UTC,ThreatFox,https://www.virustotal.com/gui/file/7667b3e5e69c6203451b915a7c3b8f2227630243dfaa6209b4beff8bcaa520ed
55,media,critica,23.94.66.124:80,23[.]94[.]66[.]124:80,ip:port,Cobalt Strike,ThreatFox,US,,0,0,100,2026-09-23 19:05:06 UTC,ThreatFox,
55,media,critica,3.70.2.18:80,3[.]70[.]2[.]18:80,ip:port,Cobalt Strike,ThreatFox,DE,,0,0,100,2026-09-23 19:05:06 UTC,ThreatFox,
55,media,critica,3.70.2.18:443,3[.]70[.]2[.]18:443,ip:port,Cobalt Strike,ThreatFox,DE,,0,0,100,2026-09-23 19:05:06 UTC,ThreatFox,
55,media,critica,23.94.66.124:22,23[.]94[.]66[.]124:22,ip:port,Cobalt Strike,ThreatFox,US,,0,0,100,2026-09-23 19:05:05 UTC,ThreatFox,
55,media,critica,23.94.66.124:443,23[.]94[.]66[.]124:443,ip:port,Cobalt Strike,ThreatFox,US,,0,0,100,2026-09-23 19:05:05 UTC,ThreatFox,
55,media,alta,128.90.103.57:2015,128[.]90[.]103[.]57:2015,ip:port,Remcos,ThreatFox,BR,,0,0,100,2026-09-23 18:49:48 UTC,ThreatFox,
55,media,alta,getin.v-panel.asia,getin[.]v-panel[.]asia,domain,Vidar,ThreatFox,,,,0,100,2026-09-23 18:31:08 UTC,ThreatFox,
55,media,alta,https://getin.v-panel.asia/,hxxps://getin[.]v-panel[.]asia/,url,Vidar,ThreatFox,,,,0,100,2026-09-23 18:30:46 UTC,ThreatFox,
55,media,media,5b66b317f4190b7d5835ee78b02c207ac6ade782564267f75a39cb2cbf46ed9f,5b66b317f4190b7d5835ee78b02c207ac6ade782564267f75a39cb2cbf46ed9f,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-23 18:20:44 UTC,ThreatFox,https://www.virustotal.com/gui/file/5b66b317f4190b7d5835ee78b02c207ac6ade782564267f75a39cb2cbf46ed9f
55,media,media,88ec1d463f4a7241a6cd5638bd5538efab076ac2553e73437a2b6d0924328423,88ec1d463f4a7241a6cd5638bd5538efab076ac2553e73437a2b6d0924328423,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-23 18:18:52 UTC,ThreatFox,https://www.virustotal.com/gui/file/88ec1d463f4a7241a6cd5638bd5538efab076ac2553e73437a2b6d0924328423
55,media,alta,4lb3banh.ace9bet.net,4lb3banh[.]ace9bet[.]net,domain,ClearFake,ThreatFox,,,,0,100,2026-09-23 18:13:33 UTC,ThreatFox,
55,media,media,be4c116c7072b012dca6a5ba971d54800bdcc3bae7131f8aca621268b8527b74,be4c116c7072b012dca6a5ba971d54800bdcc3bae7131f8aca621268b8527b74,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-23 17:52:59 UTC,ThreatFox,https://www.virustotal.com/gui/file/be4c116c7072b012dca6a5ba971d54800bdcc3bae7131f8aca621268b8527b74
55,media,media,6d85af515457833a879ce9442a4b538b57558e10676c57a098db083722c889e3,6d85af515457833a879ce9442a4b538b57558e10676c57a098db083722c889e3,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-23 17:48:31 UTC,ThreatFox,https://www.virustotal.com/gui/file/6d85af515457833a879ce9442a4b538b57558e10676c57a098db083722c889e3
55,media,alta,911cm.com,911cm[.]com,domain,ClearFake,ThreatFox,,,,0,100,2026-09-23 17:42:32 UTC,ThreatFox,
55,media,media,https://journeylake11.com/curl/fh3ddf2xv6k/hilhg0wgie4tsjo9vi.txt,hxxps://journeylake11[.]com/curl/fh3ddf2xv6k/hilhg0wgie4tsjo9vi[.]txt,url,AMOS,ThreatFox,,,,0,100,2026-09-23 17:20:37 UTC,ThreatFox,
55,media,media,https://journeylake11.com/2kqYRM0DCrnyJgoS4gVLl_FHJRRdTUhGCbjyuYwpZ6c/DANTE/update,hxxps://journeylake11[.]com/2kqYRM0DCrnyJgoS4gVLl_FHJRRdTUhGCbjyuYwpZ6c/DANTE/update,url,AMOS,ThreatFox,,,,0,100,2026-09-23 17:20:37 UTC,ThreatFox,
55,media,media,journeylake11.com,journeylake11[.]com,domain,AMOS,ThreatFox,,,,0,100,2026-09-23 17:20:36 UTC,ThreatFox,
55,media,alta,opalcraftsmp.com,opalcraftsmp[.]com,domain,Unknown RAT,ThreatFox,,,,0,100,2026-09-23 17:20:26 UTC,ThreatFox,https://tria.ge/260923-t4x3zsys8n
55,media,alta,https://testingcf.jsdelivr.net/gh/e438e-1E-4/486De-dCc03Da8-C-9e7b-eAe/1-bAcEd2b4-6-3,hxxps://testingcf[.]jsdelivr[.]net/gh/e438e-1E-4/486De-dCc03Da8-C-9e7b-eAe/1-bAcEd2b4-6-3,url,ClearFake,ThreatFox,,,,0,100,2026-09-23 17:16:48 UTC,ThreatFox,
55,media,media,ashen-trace-zephyr-draeix.life,ashen-trace-zephyr-draeix[.]life,domain,IClickFix,ThreatFox,,,,0,100,2026-09-23 16:44:26 UTC,ThreatFox,
55,media,media,krestmoais-reed.life,krestmoais-reed[.]life,domain,IClickFix,ThreatFox,,,,0,100,2026-09-23 16:44:26 UTC,ThreatFox,
55,media,media,mesa-braior-k3w3b.life,mesa-braior-k3w3b[.]life,domain,IClickFix,ThreatFox,,,,0,100,2026-09-23 16:44:26 UTC,ThreatFox,
55,media,alta,benzina.com.au,benzina[.]com[.]au,domain,Unknown Loader,ThreatFox,,0/89,,0,100,2026-09-23 16:28:24 UTC,ThreatFox,
55,media,alta,cleanthumbs.co.uk,cleanthumbs[.]co[.]uk,domain,Unknown Loader,ThreatFox,,0/89,,0,100,2026-09-23 16:28:24 UTC,ThreatFox,
55,media,alta,drivelegit.com,drivelegit[.]com,domain,Unknown Loader,ThreatFox,,0/89,,0,100,2026-09-23 16:28:24 UTC,ThreatFox,
55,media,alta,eastpointland.com,eastpointland[.]com,domain,Unknown Loader,ThreatFox,,0/89,,0,100,2026-09-23 16:28:24 UTC,ThreatFox,
55,media,alta,fjallproduktioner.se,fjallproduktioner[.]se,domain,Unknown Loader,ThreatFox,,0/89,,0,100,2026-09-23 16:28:24 UTC,ThreatFox,
55,media,alta,hsmolds.net,hsmolds[.]net,domain,Unknown Loader,ThreatFox,,0/89,,0,100,2026-09-23 16:28:24 UTC,ThreatFox,
55,media,alta,https://kl.1betasia.org/,hxxps://kl[.]1betasia[.]org/,url,Vidar,ThreatFox,,1/90,,0,100,2026-09-23 16:15:46 UTC,ThreatFox,
55,media,alta,kl.1betasia.org,kl[.]1betasia[.]org,domain,Vidar,ThreatFox,,1/89,,0,100,2026-09-23 16:15:45 UTC,ThreatFox,
55,media,critica,35.213.187.40:8080,35[.]213[.]187[.]40:8080,ip:port,Cobalt Strike,ThreatFox,SG,,0,0,100,2026-09-23 16:05:05 UTC,ThreatFox,
55,media,media,coolandheat.es,coolandheat[.]es,domain,IClickFix,ThreatFox,,,,0,100,2026-09-23 16:00:31 UTC,ThreatFox,
55,media,media,entireiseverything.com,entireiseverything[.]com,domain,IClickFix,ThreatFox,,,,0,100,2026-09-23 16:00:31 UTC,ThreatFox,
55,media,alta,https://testingcf.jsdelivr.net/gh/3fF2/7C-F-F-E7Ac8790-c014-8-2062/1-9C4A-2a4d67,hxxps://testingcf[.]jsdelivr[.]net/gh/3fF2/7C-F-F-E7Ac8790-c014-8-2062/1-9C4A-2a4d67,url,ClearFake,ThreatFox,,,,0,100,2026-09-23 15:54:52 UTC,ThreatFox,
55,media,alta,gemenez.com,gemenez[.]com,domain,KongTuke,ThreatFox,,,,0,100,2026-09-23 15:47:49 UTC,ThreatFox,
55,media,alta,155.103.69.239:4551,155[.]103[.]69[.]239:4551,ip:port,Remcos,ThreatFox,TR,,0,0,100,2026-09-23 15:47:48 UTC,ThreatFox,
55,media,media,64c175284dc211529b811795c61ba5b8e5f30d162ea7f15845edae945a6fd9a4,64c175284dc211529b811795c61ba5b8e5f30d162ea7f15845edae945a6fd9a4,sha256_hash,Unknown malware,ThreatFox,,,,0,100,2026-09-23 15:47:48 UTC,ThreatFox,https://www.virustotal.com/gui/file/63de5b3b03e3fb95e4d736ce0bec76e54c5299a0553b310ed3b9f270df841a1e
55,media,alta,155.103.69.239:4553,155[.]103[.]69[.]239:4553,ip:port,Remcos,ThreatFox,TR,,0,0,100,2026-09-23 15:47:47 UTC,ThreatFox,
55,media,media,e09f58caf00bfa37fd4868916bcb1f06fb551e405b7717a9157fa61e3150bb8d,e09f58caf00bfa37fd4868916bcb1f06fb551e405b7717a9157fa61e3150bb8d,sha256_hash,AMOS,ThreatFox,,,,0,100,2026-09-23 15:47:46 UTC,ThreatFox,https://www.virustotal.com/gui/file/e09f58caf00bfa37fd4868916bcb1f06fb551e405b7717a9157fa61e3150bb8d
55,media,alta,nk97i4wp.7lf.net,nk97i4wp[.]7lf[.]net,domain,ClearFake,ThreatFox,,,,0,100,2026-09-23 15:44:06 UTC,ThreatFox,
55,media,alta,d0658smb.gamelandiran.ir,d0658smb[.]gamelandiran[.]ir,domain,ClearFake,ThreatFox,,,,0,100,2026-09-23 15:23:52 UTC,ThreatFox,
55,media,alta,gamelandiran.ir,gamelandiran[.]ir,domain,ClearFake,ThreatFox,,,,0,100,2026-09-23 15:22:54 UTC,ThreatFox,
